Dataset_ID	Sample_ID	Subtype	Prognosis_time	Prognosis	Gene_expression
GSE4290	GSM97935	IV	None	None	9.346513733165635
GSE4290	GSM97936	IV	None	None	9.447083226209653
GSE4290	GSM97938	IV	None	None	8.451211111832329
GSE4290	GSM97940	IV	None	None	9.157346935362844
GSE4290	GSM97942	IV	None	None	8.784634845557521
GSE4290	GSM97945	IV	None	None	9.147204924942228
GSE4290	GSM97946	IV	None	None	9.569855608330949
GSE4290	GSM97948	IV	None	None	8.968666793195208
GSE4290	GSM97950	IV	None	None	8.92481250360578
GSE4290	GSM97952	IV	None	None	8.98299357469431
GSE4290	GSM97953	IV	None	None	8.562242424221074
GSE4290	GSM97954	IV	None	None	9.73978060977326
GSE4290	GSM97955	IV	None	None	8.72451385311995
GSE4290	GSM97959	IV	None	None	9.96434086779242
GSE4290	GSM97961	IV	None	None	8.487840033823051
GSE4290	GSM97963	IV	None	None	9.066089190457772
GSE4290	GSM97965	IV	None	None	8.247927513443585
GSE4290	GSM97966	IV	None	None	9.105908508571158
GSE4290	GSM97967	IV	None	None	10.274960472140602
GSE4290	GSM97968	IV	None	None	9.426264754702098
GSE4290	GSM97969	IV	None	None	9.131856960608793
GSE4290	GSM97971	IV	None	None	8.280770770130603
GSE4290	GSM97799	II	None	None	9.204571144249204
GSE4290	GSM97823	II	None	None	9.779719355143405
GSE4290	GSM97824	II	None	None	8.79766152585376
GSE4290	GSM97830	II	None	None	8.714245517666123
GSE4290	GSM97835	II	None	None	9.881113960675098
GSE4290	GSM97838	II	None	None	10.022367813028454
GSE4290	GSM97841	II	None	None	10.230020435705635
GSE4290	GSM97842	II	None	None	9.098032082960527
GSE4290	GSM97854	II	None	None	11.256208688527387
GSE4290	GSM97857	II	None	None	8.700439718141093
GSE4290	GSM97860	II	None	None	8.778077129535358
GSE4290	GSM97862	II	None	None	8.665335917185176
GSE4290	GSM97864	II	None	None	10.963618617443974
GSE4290	GSM97866	II	None	None	8.566054038171092
GSE4290	GSM97868	II	None	None	8.94251450533924
GSE4290	GSM97872	II	None	None	8.531381460516313
GSE4290	GSM97873	II	None	None	9.131856960608793
GSE4290	GSM97874	II	None	None	8.971543553950772
GSE4290	GSM97875	II	None	None	8.870364719583405
GSE4290	GSM97876	II	None	None	8.60733031374961
GSE4290	GSM97880	II	None	None	8.233619676759702
GSE4290	GSM97881	II	None	None	8.991521846075695
GSE4290	GSM97884	II	None	None	8.7714894695006
GSE4290	GSM97901	II	None	None	8.348728154231077
GSE4290	GSM97902	II	None	None	9.204571144249204
GSE4290	GSM97909	II	None	None	9.63662462054365
GSE4290	GSM97911	II	None	None	9.118941072723507
GSE4290	GSM97923	II	None	None	8.57742882803575
GSE4290	GSM97928	II	None	None	8.839203788096945
GSE4290	GSM97929	II	None	None	10.7632123668144
GSE4290	GSM97933	II	None	None	8.294620748891626
GSE4290	GSM97934	II	None	None	8.543031820255239
GSE4290	GSM97944	II	None	None	9.280770770130603
GSE4290	GSM97949	II	None	None	10.140829770773001
GSE4290	GSM97956	II	None	None	8.082149041353873
GSE4290	GSM97962	II	None	None	8.994353436858859
GSE4290	GSM97964	II	None	None	8.848622940429339
GSE4290	GSM97970	II	None	None	9.276124405274238
GSE4290	GSM97822	III	None	None	9.308339030139408
GSE4290	GSM97831	III	None	None	8.366322214245816
GSE4290	GSM97845	III	None	None	8.857980995127573
GSE4290	GSM97865	III	None	None	8.499845887083206
GSE4290	GSM97867	III	None	None	8.383704292474054
GSE4290	GSM97883	III	None	None	8.618385502258606
GSE4290	GSM97897	III	None	None	8.879583249612784
GSE4290	GSM97900	III	None	None	9.002815015607053
GSE4290	GSM97904	III	None	None	9.18239435340453
GSE4290	GSM97907	III	None	None	10.382624026574916
GSE4290	GSM97925	III	None	None	9.134426320220927
GSE4290	GSM97947	III	None	None	9.308339030139408
GSE66354	GSM1620268	None	None	None	8.60733031374961
GSE66354	GSM1620269	None	None	None	8.357552004618084
GSE66354	GSM1620270	None	None	None	8.451211111832329
GSE66354	GSM1620271	None	None	None	9.204571144249204
GSE66354	GSM1620272	None	None	None	9.372865060112588
GSE66354	GSM1620273	None	None	None	8.62935662007961
GSE66354	GSM1620274	None	None	None	8.640244936222347
GSE66354	GSM1620175	None	None	None	8.784634845557521
GSE66354	GSM1620176	None	None	None	8.90086680798075
GSE66354	GSM1620177	None	None	None	9.388017285345136
GSE66354	GSM1620178	None	None	None	8.717676423066395
GSE66354	GSM1620179	None	None	None	8.977279923499918
GSE66354	GSM1620180	None	None	None	8.820178962415188
GSE66354	GSM1620181	None	None	None	8.92481250360578
GSE66354	GSM1620182	None	None	None	8.554588851677638
GSE66354	GSM1620183	None	None	None	8.62935662007961
GSE66354	GSM1620184	None	None	None	9.560332834212442
GSE66354	GSM1620185	None	None	None	8.997179480937621
GSE66354	GSM1620186	None	None	None	9.079484783826816
GSE66354	GSM1620187	None	None	None	8.971543553950772
GSE66354	GSM1620188	None	None	None	8.339850002884624
GSE66354	GSM1620189	None	None	None	8.915879378835772
GSE66354	GSM1620190	None	None	None	8.768184324776927
GSE66354	GSM1620191	None	None	None	8.73809225962049
GSE66354	GSM1620275	III	None	None	8.321928094887362
GSE66354	GSM1620276	III	None	None	8.816983623255382
GSE66354	GSM1620277	III	None	None	8.696967526234287
GSE66354	GSM1620278	III	None	None	8.96289600533726
GSE66354	GSM1620279	IV	None	None	9.36850646150769
GSE66354	GSM1620280	IV	None	None	9.44086916761087
GSE66354	GSM1620281	IV	None	None	9.189824558880018
GSE66354	GSM1620282	IV	None	None	9.61654884377899
GSE66354	GSM1620283	IV	None	None	9.118941072723507
GSE66354	GSM1620284	IV	None	None	8.62935662007961
GSE66354	GSM1620285	IV	None	None	8.813781191217037
GSE66354	GSM1620173	None	None	None	9.052568050804155
GSE66354	GSM1620174	None	None	None	9.036173612553485
GSE66354	GSM1620256	None	None	None	10.062046137720492
GSE66354	GSM1620257	None	None	None	7.781359713524661
GSE66354	GSM1620258	None	None	None	6.857980995127572
GSE66354	GSM1620259	None	None	None	8.321928094887362
GSE66354	GSM1620260	None	None	None	8.90388184573618
GSE66354	GSM1620261	None	None	None	9.76487159073609
GSE66354	GSM1620262	None	None	None	9.162391328756906
GSE66354	GSM1620263	None	None	None	9.13699111208023
GSE66354	GSM1620264	None	None	None	8.988684686772165
GSE66354	GSM1620265	None	None	None	9.111135670234708
GSE66354	GSM1620266	None	None	None	9.394462694610317
GSE66354	GSM1620267	None	None	None	9.231221180711186
GSE66354	GSM1620307	I	None	None	8.832890014164743
GSE66354	GSM1620308	I	None	None	8.977279923499918
GSE66354	GSM1620309	I	None	None	8.640244936222347
GSE66354	GSM1620310	I	None	None	9.16490692667569
GSE66354	GSM1620311	I	None	None	8.154818109052105
GSE66354	GSM1620312	I	None	None	8.409390936137703
GSE66354	GSM1620313	I	None	None	9.211888294546004
GSE66354	GSM1620314	I	None	None	8.03342300153745
GSE66354	GSM1620315	I	None	None	7.7073591320808825
GSE66354	GSM1620316	I	None	None	8.78135971352466
GSE66354	GSM1620317	I	None	None	8.224001674198107
GSE66354	GSM1620318	I	None	None	8.189824558880018
GSE66354	GSM1620319	I	None	None	7.426264754702098
GSE66354	GSM1620320	I	None	None	7.94251450533924
GSE66354	GSM1620321	I	None	None	8.731319031025064
GSE66354	GSM1620192	None	None	None	8.854868383260238
GSE66354	GSM1620193	None	None	None	8.326429487122303
GSE66354	GSM1620194	None	None	None	8.326429487122303
GSE66354	GSM1620195	None	None	None	8.487840033823051
GSE66354	GSM1620196	None	None	None	8.566054038171092
GSE66354	GSM1620197	None	None	None	8.804131021183318
GSE66354	GSM1620198	None	None	None	8.696967526234287
GSE66354	GSM1620199	None	None	None	7.247927513443586
GSE66354	GSM1620200	None	None	None	7.813781191217037
GSE66354	GSM1620201	None	None	None	7.794415866350106
GSE66354	GSM1620202	None	None	None	8.88264304936184
GSE66354	GSM1620203	None	None	None	8.897845456005513
GSE66354	GSM1620204	None	None	None	7.539158811108032
GSE66354	GSM1620205	None	None	None	8.118941072723507
GSE66354	GSM1620206	None	None	None	8.867278739709663
GSE66354	GSM1620207	None	None	None	9.259743263690781
GSE66354	GSM1620208	None	None	None	8.76155123244448
GSE66354	GSM1620209	None	None	None	8.396604781181859
GSE66354	GSM1620210	None	None	None	8.400879436282185
GSE66354	GSM1620211	None	None	None	8.252665432450248
GSE66354	GSM1620212	None	None	None	7.870364719583405
GSE66354	GSM1620213	None	None	None	7.768184324776926
GSE66354	GSM1620214	None	None	None	9.030667136246942
GSE66354	GSM1620215	None	None	None	8.139551352398794
GSE66354	GSM1620216	None	None	None	8.060695931687555
GSE66354	GSM1620217	None	None	None	6.794415866350106
GSE66354	GSM1620218	None	None	None	7.971543553950772
GSE66354	GSM1620219	None	None	None	8.348728154231077
GSE66354	GSM1620220	None	None	None	8.348728154231077
GSE66354	GSM1620221	None	None	None	7.876516946565
GSE66354	GSM1620222	None	None	None	7.876516946565
GSE66354	GSM1620223	None	None	None	8.29920801838728
GSE66354	GSM1620224	None	None	None	8.689997971419446
GSE66354	GSM1620225	None	None	None	8.179909090014934
GSE66354	GSM1620226	None	None	None	7.531381460516312
GSE66354	GSM1620227	None	None	None	8.829722735086058
GSE66354	GSM1620228	None	None	None	8.73809225962049
GSE66354	GSM1620229	None	None	None	9.419960177847889
GSE66354	GSM1620230	None	None	None	8.618385502258606
GSE66354	GSM1620231	None	None	None	8.204571144249204
GSE66354	GSM1620232	None	None	None	8.199672344836364
GSE66354	GSM1620233	None	None	None	7.475733430966398
GSE66354	GSM1620234	None	None	None	7.8392037880969445
GSE66354	GSM1620235	None	None	None	7.321928094887362
GSE66354	GSM1620236	None	None	None	8.39231742277876
GSE66354	GSM1620237	None	None	None	7.417852514885899
GSE66354	GSM1620238	None	None	None	7.330916878114618
GSE66354	GSM1620239	None	None	None	7.129283016944966
GSE66354	GSM1620240	None	None	None	7.912889336229962
GSE66354	GSM1620241	None	None	None	7.0
GSE66354	GSM1620242	None	None	None	7.491853096329675
GSE66354	GSM1620243	None	None	None	6.643856189774725
GSE66354	GSM1620244	None	None	None	7.787902559391432
GSE66354	GSM1620245	None	None	None	7.139551352398794
GSE66354	GSM1620246	None	None	None	7.011227255423254
GSE66354	GSM1620247	None	None	None	8.379378367071263
GSE66354	GSM1620248	None	None	None	8.515699838284043
GSE66354	GSM1620249	None	None	None	8.038918989292302
GSE66354	GSM1620250	None	None	None	8.897845456005513
GSE66354	GSM1620251	None	None	None	8.45532722030456
GSE66354	GSM1620252	None	None	None	7.714245517666122
GSE66354	GSM1620253	None	None	None	8.159871336778389
GSE66354	GSM1620254	None	None	None	7.076815597050832
GSE66354	GSM1620255	None	None	None	7.9188632372745955
GSE19578	GSM487990	None	None	None	8.487840033823051
GSE19578	GSM487991	None	None	None	8.7714894695006
GSE19578	GSM487992	None	None	None	8.383704292474054
GSE19578	GSM487993	None	None	None	8.74819284958946
GSE19578	GSM487994	None	None	None	8.39231742277876
GSE19578	GSM487995	None	None	None	8.189824558880018
GSE19578	GSM487996	None	None	None	8.618385502258606
GSE19578	GSM487997	None	None	None	9.016808287686553
GSE19578	GSM487998	None	None	None	9.129283016944967
GSE19578	GSM487999	None	None	None	10.361943773735241
GSE19578	GSM488000	None	None	None	8.774787059601174
GSE19578	GSM488001	None	None	None	8.527477006060396
GSE19578	GSM488002	None	None	None	8.491853096329676
GSE19578	GSM488004	None	None	None	7.94251450533924
GSE19578	GSM488005	None	None	None	8.62935662007961
GSE19578	GSM488006	None	None	None	8.339850002884624
GSE19578	GSM488007	None	None	None	9.238404739325079
GSE19578	GSM488009	None	None	None	8.108524456778168
GSE19578	GSM488010	None	None	None	8.430452551665532
GSE19578	GSM488011	None	None	None	8.467605550082997
GSE19578	GSM488012	None	None	None	8.751544059089097
GSE19578	GSM488013	None	None	None	8.05528243550119
GSE19578	GSM488014	None	None	None	8.169925001442312
GSE19578	GSM488015	None	None	None	7.700439718141093
GSE19578	GSM488016	None	None	None	9.030667136246942
GSE19578	GSM488017	None	None	None	7.971543553950772
GSE19578	GSM488018	None	None	None	8.353146825498083
GSE19578	GSM488019	None	None	None	8.159871336778389
GSE19578	GSM488020	None	None	None	8.451211111832329
GSE19578	GSM488021	None	None	None	9.638435913990472
GSE19578	GSM488022	None	None	None	8.20945336562895
GSE19578	GSM488023	None	None	None	8.379378367071263
GSE19578	GSM488024	None	None	None	8.471675214392045
GSE19578	GSM488025	None	None	None	8.731319031025064
GSE19578	GSM488026	None	None	None	9.868822554774999
GSE19578	GSM488027	I	None	None	9.159871336778389
GSE19578	GSM488028	I	None	None	8.184875342908285
GSE19578	GSM488029	I	None	None	8.72451385311995
GSE19578	GSM488030	I	None	None	9.016808287686553
GSE19578	GSM488031	I	None	None	7.636624620543649
GSE19578	GSM488032	I	None	None	8.066089190457772
GSE19578	GSM488033	I	None	None	7.88874324889826
GSE19578	GSM488034	I	None	None	9.079484783826816
GSE19578	GSM488035	I	None	None	8.303780748177104
GSE19578	GSM488036	None	None	None	8.2667865406949
GSE19578	GSM488037	None	None	None	8.588714635582265
GSE19578	GSM488038	None	None	None	8.717676423066395
GSE19578	GSM488039	None	None	None	10.690871009292314
GSE19578	GSM488040	None	None	None	8.67595703294175
GSE26576	GSM488003	None	None	None	9.214319120800766
GSE26576	GSM488008	None	None	None	8.700439718141093
GSE26576	GSM648500	None	None	None	8.118941072723507
GSE26576	GSM648501	None	None	None	8.005624549193879
GSE26576	GSM648502	None	None	None	7.066089190457772
GSE26576	GSM648503	None	None	None	7.90086680798075
GSE26576	GSM648504	None	None	None	9.172427508645484
GSE26576	GSM648505	None	None	None	8.103287808412023
GSE26576	GSM653312	None	None	None	8.912889336229961
GSE26576	GSM653313	None	None	None	7.734709620225839
GSE26576	GSM653314	None	None	None	7.569855608330948
GSE26576	GSM653315	None	None	None	8.17492568250068
GSE26576	GSM653316	None	None	None	7.781359713524661
GSE26576	GSM653317	None	None	None	8.543031820255239
GSE26576	GSM653318	None	None	None	7.813781191217037
GSE26576	GSM653319	None	None	None	8.17492568250068
GSE26576	GSM653320	None	None	None	8.139551352398794
GSE26576	GSM653321	None	None	None	8.330916878114618
